assessid,assessorid,stockid,stocklong,recorder,daterecorded,dateloaded,assessyear,assesssource,contacts,notes,pdffile,assess,refpoints,assessmethod,assesscomments,xlsfilename,mostrecent
NIWA-NZLINGLIN3-4-1968-2011-CORDUE,NIWA,NZLINGLIN3-4,New Zealand ling New Zealand Areas LIN 3 and 4,CORDUE,8/21/2012,9/30/2012,1968-2011,Not yet available,Matt Dunn <Matthew.Dunn@niwa.co.nz>,NULL,Not yet available,1,1,CASAL,NULL,/home/srdbadmin/srdb/spreadsheets/CORDUE-NZLINGLIN3-4-2012-DH-edited.xls,999
NIWA-NZLINGLIN5-6-1968-2011-CORDUE,NIWA,NZLINGLIN5-6,New Zealand ling New Zealand Areas LIN 5 and 6,CORDUE,8/22/2012,9/30/2012,1968-2011,Not yet available,Peter Horn <Peter.Horn@niwa.co.nz>,NULL,Not yet available,1,1,CASAL,NULL,/home/srdbadmin/srdb/spreadsheets/CORDUE-NZLINGLIN5-6-2012-DH-edited.xls,999
NZMFishMIDDEPTHSWG-NZLINGLIN6b-1980-2006-JENSEN,NZMFishMIDDEPTHSWG,NZLINGLIN6b,New Zealand ling New Zealand Area LIN 6b,JENSEN,3/9/2009,8/1/2012,1980-2006,received from contact,Patrick Cordue - patrick.cordue@isl-solutions.co.nz,base model,,1,1,CASAL,,../spreadsheets/JENSEN-PINKLINGNZ6b-2006-v2-editedDR.xls,999
NZMFishMIDDEPTHSWG-NZLINGLIN72-1972-2007-JENSEN,NZMFishMIDDEPTHSWG,NZLINGLIN72,New Zealand ling New Zealand Area LIN 72,JENSEN,3/9/2009,8/1/2012,1972-2007,received from contact,Patrick Cordue - patrick.cordue@isl-solutions.co.nz,base model,,1,1,CASAL,,../spreadsheets/JENSEN-PINKLINGNZ72-2007-v2-editedDR.xls,999
NZMFishMIDDEPTHSWG-NZLINGLIN7WC-1972-2008-JENSEN,NZMFishMIDDEPTHSWG,NZLINGLIN7WC,New Zealand ling New Zealand Area LIN 7WC - WCSI,JENSEN,3/9/2009,8/1/2012,1972-2008,received from contact,Patrick Cordue - patrick.cordue@isl-solutions.co.nz,base model,,1,1,CASAL,,../spreadsheets/JENSEN-PINKLINGNZ7WC-2008-v2-editedDR.xls,999
CSIRO-NZLINGWSE-1968-2007-FULTON,CSIRO,NZLINGWSE,New Zealand ling Western half of Southeast Australia,FULTON,4/30/2008,8/1/2012,1968-2007,Received from CSIRO assessment team,Beth.Fulton@csiro.au,Based on fisheries data only,,1,1,SS2,,../spreadsheets/Fulton-west-ling-australia-2007_v2-editedDR-QAQC.xls,999
NZMFishINSHOREWG-NZSNAPNZ8-1931-2005-JENSEN,NZMFishINSHOREWG,NZSNAPNZ8,New Zealand snapper New Zealand Area 8,JENSEN,3/24/2009,8/1/2012,1931-2005,received from contact,Patrick Cordue - patrick.cordue@isl-solutions.co.nz,,,1,1,CASAL,total biomass measured at time of spawning (beginning of year) - same as ssb,../spreadsheets/JENSEN-SQUIREFISHNZ8-2005-v2-editedDR.xls,999
FAO-DRSS-OCTOWA-1990-2007-CHING,FAO-DRSS,OCTOWA,Octopus West Africa,CHING,1/22/2014,1/1/2002,1990-2007,NULL,NULL,NULL,FAO West African Demersal Stocks.pdf,1,1,DPM,NULL,/home/srdbadmin/srdb/spreadsheets/CHING-OCTOWA-2007-DH-edited.xls,999
FAJ-OFLOUNECS-1986-2010-ONO,FAJ,OFLOUNECS,Olive flounder East China Sea,ONO,9/17/2012,10/19/2012,1986-2010,NULL,contact details,in japanese,,1,1,VPA,no comments,/home/srdbadmin/srdb/spreadsheets/ONO-OFLOUNECS-2010-DH-edited.xls,999
FAJ-OFLOUNNSJ-1999-2010-ONO,FAJ,OFLOUNNSJ,Olive flounder Sea of Japan North,ONO,9/17/2012,10/19/2012,1999-2010,NULL,contact details,in japanese,,1,1,VPA,no comments,/home/srdbadmin/srdb/spreadsheets/ONO-OFLOUNNSJ-2010-DH-edited.xls,999
FAJ-OFLOUNPAC-1990-2009-ONO,FAJ,OFLOUNPAC,Olive flounder Pacific Ocean,ONO,9/17/2012,10/19/2012,1990-2009,NULL,contact details,in japanese,,1,1,VPA,no comments,/home/srdbadmin/srdb/spreadsheets/ONO-OFLOUNPAC-2009-DH-edited.xls,999
FAJ-OFLOUNSETO-1987-2010-ONO,FAJ,OFLOUNSETO,flounder Inland Sea of Japan,ONO,9/17/2012,10/19/2012,1987-2010,NULL,contact details,in japanese,,1,1,VPA,no comments,/home/srdbadmin/srdb/spreadsheets/ONO-OFLOUNSETO-2010-DH-edited.xls,999
NEFSC-OPOUTNWATLC-1962-2008-WIGLEY,NEFSC,OPOUTNWATLC,Ocean pout Northwestern Atlantic Coast,WIGLEY,12/11/2008,8/1/2012,1962-2008,http://www.nefsc.noaa.gov/nefsc/publications/crd/crd0815/,,,,0,1,Survey indices,landings and survey indices,../spreadsheets/WIGLEY-POUT-2008-editedDR.xls,999
CSIRO-OROUGHYCASCADE-1987-2006-FULTON,CSIRO,OROUGHYCASCADE,Orange roughy Cascade Plateau,FULTON,4/30/2008,8/1/2012,1987-2006,Received from CSIRO assessment team,Beth.Fulton@csiro.au,Based on fisheries data only,,1,1,SS2,Used 2007_1.00 of SS2,../spreadsheets/Fulton-cascade_orange_roughy-australia-2007_v2-editedDR-QAQC.xls,999
IFOP-OROUGHYCH-1999-2011-CHING,IFOP,OROUGHYCH,Orange Rough Chile,CHING,3/18/2013,1/1/2002,1999-2011,NULL,NULL,NULL,__ESTATUS_2° Informe Orange roughy 2013,1,1,Unknown,NULL,/home/srdbadmin/srdb/spreadsheets/CHING-OROUGHYCH-2011-DH-edited.xls,999
NIWA-OROUGHYCR-1979-2006-CORDUE,NIWA,OROUGHYCR,Orange Roughy Chatham Rise,CORDUE,6/29/2012,9/21/2012,1979-2006,http://fs.fish.govt.nz/Page.aspx?pk=61&tk=212,Andy McKenzie <Andy.McKenzie@niwa.co.nz>,NULL,Draft document available from contact,1,1,CASAL,NoCPUE run is loaded. Alternative NoBiomass run gives much lower stock status.,/home/srdbadmin/srdb/spreadsheets/CORDUE-ORHNWCRNZ-2012-DH-edited.xls,999
NIWA-OROUGHYNZMEC-1909-2011-CORDUE,NIWA,OROUGHYNZMEC,Orange roughy New Zealand Mid East Coast,CORDUE,8/31/2012,9/30/2012,1909-2011,https://fs.fish.govt.nz/Doc/22964/11_62_FAR.pdf.ashx,Owen Anderson <Owen.Anderson@niwa.co.nz>,NULL,11_62_FAR.pdf,1,1,CASAL,"M2.5 run used as it gave a better fit to the trawl survey indices (except, steepness assumed .75 as per usual for ORH rather than 1). The other run gave higher stock status, but both runs are pretty bad.",/home/srdbadmin/srdb/spreadsheets/CORDUE-OROUGHYNZMEC-2012-DH-edited.xls,999
CSIRO-OROUGHYSE-1978-2007-FULTON,CSIRO,OROUGHYSE,Orange roughy Southeast Australia,FULTON,4/30/2008,8/1/2012,1978-2007,Received from CSIRO assessment team,Beth.Fulton@csiro.au,Based on fisheries data only,,1,1,SS2,Used 2007_1.00 of SS2,../spreadsheets/Fulton-east_orange_roughy-australia-2007_v2-editedDR-QAQC.xls,999
ISC-PACBTUNA-1952-2008-CHING,ISC,PACBTUNA,Pacific bluefin tuna Pacific Ocean,CHING,9/28/2012,11/22/2012,1952-2008,isc.ac.affrc.go.jp/pdf/ISC8pdf/Annex_7_PBF_May08_ISC8.pdf,Alex MacCall,NULL,Report-of-the-Pacific-bluefin-tuna-working-group-workshop.,1,1,SS2,NULL,/home/srdbadmin/srdb/spreadsheets/CHING-PACBTUNA-2012-DH-edited.xls,999
IFOP-PANCHCHVX-1960-2012-CHING,IFOP,PANCHCHVX,Peruvian Anchoveta Chile Region V-X,CHING,3/26/2013,1/1/2002,1960-2012,NULL,NULL,NULL,Estatus anchoveta v a x region,1,1,Unknown,NULL,/home/srdbadmin/srdb/spreadsheets/CHING-PANCHCHVX-2012-DH-edited.xls,999
IFOP-PANCHNCH-1984-2012-CHING,IFOP,PANCHNCH,Peruvian Anchoveta North Chile,CHING,3/25/2013,1/1/2002,1984-2012,NULL,NULL,NULL,"ESTATUS 2013_Segundo Informe  Anchoveta XV - II Región, 2013",1,1,Unknown,NULL,/home/srdbadmin/srdb/spreadsheets/CHING-PANCHNCH-2012-DH-edited.xls,999
IMARPE-PANCHPERUNC-1959-2008-HIVELY,IMARPE,PANCHPERUNC,Peruvian anchoveta North-Central Peru,HIVELY,8/20/2013,8/23/2013,1959-2008,NULL,NULL,NULL,imarpe_boletin_vol25_num1_2.pdf,1,1,Unknown,NULL,/home/srdbadmin/srdb/spreadsheets/HIVELY-PANCHPERUNC-2010-DH-edited.xls,999
IFOP-PANCHSCH-1984-2012-CHING,IFOP,PANCHSCH,Peruvian Anchoveta South Chile,CHING,3/18/2013,1/1/2002,1984-2012,NULL,NULL,NULL,ESTATUS 2013_ 2° INF_Anchoveta III_IV Regiones_2012,1,1,Unknown,NULL,/home/srdbadmin/srdb/spreadsheets/CHING-PANCHSCH-2012-DH-edited.xls,999
ASMFC-PANDALGOM-1960-2009-IDOINE,ASMFC,PANDALGOM,Northern shrimp Gulf of Maine,IDOINE,4/22/2009,8/1/2012,1960-2009,http://www.asmfc.org/,Margeret Hunter Maine DMR Margret.Hunter@maine.gov,Annual Assessment,,1,1,CSA,CSA using dedicated  annual shrimp survey (State-Federal) and NEFSC bottom trawl indices with landings for years 1982 - 2008. ASPIC used for comparison and covers a period from 1968 - 2008,../spreadsheets/IDOINE-NSHRIMP-2008-editedDR.xls,999
IFOP-PATGRENADIERCH-1977-2012-CHING,IFOP,PATGRENADIERCH,Patagonian grenadier Chile,CHING,3/25/2013,8/23/2013,1977-2012,NULL,NULL,NULL,SEGUNDO INFORME  m.de cola 2013,1,1,Unknown,NULL,/home/srdbadmin/srdb/spreadsheets/CHING-PATGRENADIERCH-2012-DH-edited.xls,999
INIDEP-PATGRENADIERSARG-1983-2006-Parma,INIDEP,PATGRENADIERSARG,Patagonian grenadier Southern Argentina,Parma,12/30/2008,8/1/2012,1983-2006,URL,Analia Giussi- agiussi@inidep.edu.ar,,,1,1,VPA,no comments,../spreadsheets/Parma-HOKI-ARG-S-2007-editedDR-QAQC.xls,999
NIWA-PAUANPAU5A-1965-2010-CORDUE,NIWA,PAUANPAU5A,Black Foot Paua NZ North PAUA5A,CORDUE,6/7/2012,9/21/2012,1965-2010,https://fs.fish.govt.nz/Doc/22424/10_46_FAR.pdf.ashx,Dan Fu <Dan.Fu@niwa.co.nz>,NULL,10_46_FAR.pdf,1,1,LBBM,Assessment of PAU5Anorth. PAU5A now assessed separately as two areas (north and south).,/home/srdbadmin/srdb/spreadsheets/CORDUE-PAUAPAU5AnorthNZ-2012-DH-edited.xls,999
NZMFishSHELLFISHWG-PAUAPAU5B-1963-2007-JENSEN,NZMFishSHELLFISHWG,PAUAPAU5B,New Zealand abalone species New Zealand Area PAU 5B,JENSEN,3/11/2009,8/1/2012,1963-2007,received from contact,Paul Breen - p.breen@niwa.co.nz,,,1,0,LBBM,"recruitment timeseries available, but age at recruitment is undetermined (size-based approach)",../spreadsheets/JENSEN-BFOOTABALONENZ5B-2007-editedDR.xls,999
NZMFishSHELLFISHWG-PAUAPAU5D-1964-2006-JENSEN,NZMFishSHELLFISHWG,PAUAPAU5D,New Zealand abalone species New Zealand Area PAU 5D,JENSEN,3/11/2009,8/1/2012,1964-2006,received from contact,Paul Breen - p.breen@niwa.co.nz,,,1,0,LBBM,"recruitment timeseries available, but age at recruitment is undetermined (size-based approach)",../spreadsheets/JENSEN-BFOOTABALONENZ5D-2006-editedDR.xls,999
NIWA-PAUAPAU7-1965-2011-CORDUE,NIWA,PAUAPAU7,New Zealand abalone species New Zealand Area PAU 7,CORDUE,6/18/2012,9/21/2012,1965-2011,MISSING,Dan Fu <Dan.Fu@niwa.co.nz>,NULL,MISSING,1,1,LBBM,Assessment pdf not yet published at time of submission,/home/srdbadmin/srdb/spreadsheets/CORDUE-PAUAPAU7NZ-2012-DH-edited.xls,999
NIWA-PAUASPAU5A-1965-2009-CORDUE,NIWA,PAUASPAU5A,Black Foot Paua NZ South PAUA5A,CORDUE,6/7/2012,9/21/2012,1965-2009,https://fs.fish.govt.nz/Doc/22328/10_36_FAR.pdf.ashx,Dan Fu <Dan.Fu@niwa.co.nz>,NULL,10_36_FAR.pdf,1,1,LBBM,Assessment of PAU5Asouth. PAU5A now assessed separately as two areas (north and south).,/home/srdbadmin/srdb/spreadsheets/CORDUE-PAUAPAU5AsouthNZ-2012-DH-edited.xls,999
IFOP-PCEELCH-1978-2011-CHING,IFOP,PCEELCH,Pink Cusk-eel Chile,CHING,3/18/2013,1/1/2002,1978-2011,NULL,NULL,NULL,__Segundo Informe Estatus Congrio dorado 2013,1,1,Unknown,NULL,/home/srdbadmin/srdb/spreadsheets/CHING-PCEELCH-2011-DH-edited.xls,999
AFSC-PCODBSAI-1964-2013-CHING,AFSC,PCODBSAI,Pacific cod Bering Sea and Aleutian Islands,CHING,2/5/2013,8/23/2013,1964-2013,http://www.afsc.noaa.gov/refm/docs/2012/BSAIpcod.pdf,NULL,NULL,BSAIpcod,1,1,Unknown,NULL,/home/srdbadmin/srdb/spreadsheets/CHING-PCODBSAI-2012-DH-edited.xls,999
AFSC-PCODGA-1977-2014-HIVELY,AFSC,PCODGA,Pacific cod Gulf of Alaska,HIVELY,12/22/2014,1/1/2002,1977-2014,http://www.afsc.noaa.gov/REFM/Docs/2013/GOApcod.pdf,NULL,NULL,PCODGA-2013,1,1,SS3,NULL,/home/srdbadmin/srdb/spreadsheets/HIVELY-PCODGA-2014-DH-edited.xls,999
DFO-PAC-PCODHS-1956-2005-COLLIE,DFO-PAC,PCODHS,Pacific cod Hecate Strait,COLLIE,4/8/2008,8/1/2012,1956-2005,http://www.pac.dfo-mpo.gc.ca/sci/psarc/ResDocs/groundfish05_e.htm,"A.F. Sinclair, DFO Science Branch, Pacific Biological Station, Nanaimo, BC V9T 6N7",this is a test entry only,RES2005_026_Cod.pdf,1,1,Delay difference,"""Estimate M,h"" version of model used",../spreadsheets/COLLIE-PCODHS-2005-editedDR-QAQC.xls,
DFO-PAC-PCODWCVANI-1956-2002-COLLIE,DFO-PAC,PCODWCVANI,Pacific cod West Coast of Vancouver Island,COLLIE,4/13/2008,8/1/2012,1956-2002,http://www.pac.dfo-mpo.gc.ca/sci/psarc/ResDocs/groundfish05_e.htm,"A.F. Sinclair, DFO Science Branch, Pacific Biological Station, Nanaimo, BC V9T 6N7, <Alan.Sinclair@dfo-mpo.gc.ca>",this is a test entry only,2002-113.pdf,1,1,Delay difference,preferred version of model used that included shrimp-trawl data,../spreadsheets/COLLIE-PCODWCVANI-2002-editedDR-QAQC.xls,
AFSC-PERCHEBSAI-1960-2011-STACHURA,AFSC,PERCHEBSAI,Pacific Ocean perch Eastern Bering Sea and Aleutian Islands,STACHURA,5/11/2011,8/20/2012,1960-2011,http://www.afsc.noaa.gov/REFM/docs/2010/BSAIpop.pdf,"Spencer PD, paul.spencer@noaa.gov",,,1,1,AD-CAM,no comments,/home/srdbadmin/srdb/spreadsheets/STACHURA-PERCHEBSAI-2010-DH-edited.xls,999
WDFW-PGEODWA-1980-2010-HIVELY,WDFW,PGEODWA,Pacific Geoduck Washington,HIVELY,8/22/2013,8/23/2013,1980-2010,NULL,NULL,Supplemented with data from Mike Melnychuk,Geoduck_WA_Assessment_2000.pdf,1,1,Unknown,NULL,/home/srdbadmin/srdb/spreadsheets/HIVELY-PGEODWA-2010-DH-edited.xls,999
NWFSC-PHAKEPCOAST-1966-2012-CHING,NWFSC,PHAKEPCOAST,Pacific hake Pacific Coast,CHING,3/4/2013,8/23/2013,1966-2012,http://www.pcouncil.org/wp-content/uploads/Hake_2012_Assessment.pdf,NULL,NULL,Hake_2012_Assessment,1,1,SS3,NULL,/home/srdbadmin/srdb/spreadsheets/CHING-PHAKEPCOAST-2012-DH-edited.xls,999
IPHC-PHALNPAC-1888-2014-HIVELY,IPHC,PHALNPAC,Pacific halibut North Pacific,HIVELY,12/16/2014,1/1/2002,1888-2014,http://www.iphc.int/,NULL,NULL,PHALNPAC-2014,1,1,AD-CAM,NULL,/home/srdbadmin/srdb/spreadsheets/HIVELY-PHALNPAC-2014-DH-edited.xls,999
FAJ-PILCHPJPN-1976-2009-ONO,FAJ,PILCHPJPN,South american pilchard Pacific Coast of Japan,ONO,1/25/2012,12/31/2001,1976-2009,http://abchan.job.affrc.go.jp/digests22/details/2201.pdf,contact details,in japanese,,1,1,VPA,no comments,/home/srdbadmin/srdb/spreadsheets/ONO-PILCHPJPN-2009-DH-edited.xls,999
FAJ-PILCHTSST-1960-2010-ONO,FAJ,PILCHTSST,Japanese pilchard Tsushima Strait,ONO,9/17/2012,10/19/2012,1960-2010,http://abchan.job.affrc.go.jp/digests23/details/2302.pdf,contact details,in japanese,,1,1,VPA,no comments,/home/srdbadmin/srdb/spreadsheets/ONO-PILCHTSST-2010-DH-edited.xls,999
SEFSC-PINKSHRIMPGM-1984-2011-HIVELY,SEFSC,PINKSHRIMPGM,Pink shrimp Gulf of Mexico,HIVELY,8/15/2013,8/23/2013,1984-2011,NULL,NULL,NULL,Pink Shrimp GOMex_2011.pdf,1,1,SS3,NULL,/home/srdbadmin/srdb/spreadsheets/HIVELY-PINKSHRIMPGM-2011-DH-edited.xls,999
WGNSSK-PLAIC7d-1979-2010-NEUBAUER,WGNSSK,PLAIC7d,European Plaice ICES VIId,NEUBAUER,7/26/2011,12/20/2012,1979-2010,http://www.ices.dk/reports/ACOM/2011/WGNSSK/Sec%2006%20Plaice%20in%20Division%20VIId.pdf,NULL,NULL,,1,0,XSA,,/home/srdbadmin/srdb/spreadsheets/NEUBAUER-PLAIC7d-2011-DH-edited.xls,999
WGSSDS-PLAICCELT-1992-2010-NEUBAUER,WGSSDS,PLAICCELT,European Plaice ICES VIIf-g,NEUBAUER,7/26/2011,12/12/2012,1992-2010,http://www.ices.dk/reports/ACOM/2011/WGNSSK/Sec%2006%20Plaice%20in%20Division%20VIId.pdf,NULL,NULL,,1,0,SCA,,/home/srdbadmin/srdb/spreadsheets/NEUBAUER-PLAICCELT-2011-DH-edited.xls,999
WGSSDS-PLAICECHW-1979-2010-NEUBAUER,WGSSDS,PLAICECHW,European Plaice ICES VIIe,NEUBAUER,7/26/2011,12/12/2012,1979-2010,http://www.ices.dk/reports/ACOM/2011/WGCSE/08.2_Plaice%20VIIe.pdf,NULL,NULL,,1,1,XSA,,/home/srdbadmin/srdb/spreadsheets/NEUBAUER-PLAICECHW-2011-DH-edited.xls,999
WGNSSK-PLAICIIIa-1976-2006-MINTO,WGNSSK,PLAICIIIa,European Plaice ICES IIIa,MINTO,4/13/2008,8/1/2012,1976-2006,http://www.ices.dk/products/CMdocs/CM-2007/CM2007.pdf,NULL,NULL,ICES-WGNSSK-2007.pdf,1,1,XSA,"Blim and Flim cannot be accurately defined for this stock. Final run is without discards, as the runs with discards included was very similar.",../spreadsheets/MINTO-PLAICIIIa-2007-editedDR-QAQC.xls,999
WGNSDS-PLAICIS-1992-2010-NEUBAUER,WGNSDS,PLAICIS,European Plaice Irish Sea,NEUBAUER,7/26/2011,12/20/2012,1992-2010,http://www.ices.dk/reports/ACOM/2011/WGCSE/06.7_Plaice%20VIIa.pdf,NULL,NULL,,1,0,SCA,,/home/srdbadmin/srdb/spreadsheets/NEUBAUER-PLAICIS-2011-DH-edited.xls,999
WGNSSK-PLAICNS-1956-2010-NEUBAUER,WGNSSK,PLAICNS,European Plaice North Sea,NEUBAUER,7/26/2011,12/20/2012,1956-2010,http://www.ices.dk/reports/ACOM/2011/WGNSSK/Sec%2008%20Plaice%20in%20Subarea%20IV.pdf,NULL,NULL,,1,1,XSA,,/home/srdbadmin/srdb/spreadsheets/NEUBAUER-PLAICNS-2011-DH-edited.xls,999
DFO-POLL4VWX5-1974-2008-CHING,DFO,POLL4VWX5,Pollock NAFO-4VWX5,CHING,2/11/2013,8/23/2013,1974-2008,http://www.dfo-mpo.gc.ca/CSAS/Csas/Publications/SAR-AS/2009/2009_025_e.pdf,XMARMRAP@mar.dfo-mpo.gc.ca,NULL,2009_025_e,1,1,Unknown,NULL,/home/srdbadmin/srdb/spreadsheets/CHING-POLL4VWX5-2009-DH-edited.xls,999
NEFSC-POLL5YZ-1960-2009-CHING,NEFSC,POLL5YZ,Pollock NAFO-5YZ,CHING,2/7/2013,8/23/2013,1960-2009,http://www.nefsc.noaa.gov/publications/crd/crd1009/crd1009.pdf,NULL,NULL,crd1009,1,1,ASAP,NULL,/home/srdbadmin/srdb/spreadsheets/CHING-POLL5YZ-2010-DH-edited.xls,999
NWWG-POLLFAPL-1958-2012-CHING,NWWG,POLLFAPL,Pollock Faroe Plateau,CHING,3/4/2013,8/23/2013,1958-2012,http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2012/2012/sai-faro.pdf,NULL,NULL,sai-faro,1,1,XSA,NULL,/home/srdbadmin/srdb/spreadsheets/CHING-POLLFAPL-2012-DH-edited.xls,999
NWWG-POLLIEG-1977-2012-CHING,NWWG,POLLIEG,Pollock or saithe Iceland Grounds,CHING,3/4/2013,8/23/2013,1977-2012,http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2012/2012/sai-icel.pdf,NULL,NULL,sai-icel,1,1,AD-CAM,NULL,/home/srdbadmin/srdb/spreadsheets/CHING-POLLIEG-2012-DH-edited.xls,999
AFWG-POLLNEAR-1957-2012-CHING,AFWG,POLLNEAR,Pollock Northeast Arctic,CHING,3/4/2013,8/23/2013,1957-2012,http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2012/2012/sai-arct.pdf,NULL,NULL,sai-arct,1,1,XSA,NULL,/home/srdbadmin/srdb/spreadsheets/CHING-POLLNEAR-2012-DH-edited.xls,999
WGNSSK-POLLNS-VI-IIIa-1964-2012-CHING,WGNSSK,POLLNS-VI-IIIa,"Pollock ICES IIIa, VI and North Sea",CHING,3/4/2013,8/23/2013,1964-2012,http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2012/2012/sai-3a46.pdf,NULL,NULL,sai-3a46,1,1,XSA,NULL,/home/srdbadmin/srdb/spreadsheets/CHING-POLLNS-VI-IIIa-2012-DH-edited.xls,999
AFSC-POPERCHGA-1959-2010-STACHURA,AFSC,POPERCHGA,Pacific ocean perch Gulf of Alaska,STACHURA,3/29/2011,1/10/2013,1959-2010,http://www.afsc.noaa.gov/REFM/docs/2010/GOApop.pdf,"Dana Hanselman, Dana.Hanselman@noaa.gov",2010 assessment is just update of 2009 assessment (AFSC-POPERCHGA-2009.pdf); also accessed additional data not included in the SAFE through the summary estimates of the 2009 assessments (AFSC_2009_assessments_historical_estimates.xls),,1,1,AD-CAM,A notable change from the 2007 configuration is a much larger value of F40% and F35%. This increase in recommended fishing mortality from 0.06 to 0.12 is due to the change in current fishery selectivity.,/home/srdbadmin/srdb/spreadsheets/STACHURA-POPERCHGA-2010-DH-edited.xls,999
NWFSC-POPERCHPCOAST-1940-2011-STACHURA,NWFSC,POPERCHPCOAST,Pacific ocean perch Pacific Coast,STACHURA,12/22/2011,8/11/2012,1940-2011,"not yet publicly available on the PFMC website, obtained from assessment author","Owen Hamel, owen.hamel@noaa.gov",The total biomass numbers in the assessment document were slightly different than those in the model output so the model output numbers were used instead,NWFSC-POPERCHPCOAST-2011.pdf,1,1,SS3,Major differences from the 2009 model include changing to a two-sex model and estimating growth within preliminary models via the use of conditional age-at length data and length at age data.,/home/srdbadmin/srdb/spreadsheets/NWFSC-POPERCHPCOAST-2011-DH-edited.xls,999
GRP6-PSHRMPMEDGSA6-2001-2011-BANOBI,GRP6,PSHRMPMEDGSA6,Deep-water Rose Shrimp Northern Spain,BANOBI,5/27/2014,1/1/2002,2001-2011,http://151.1.154.86/GfcmWebSite/SAC/SCSA/14/SAFs.html,NULL,NULL,2012_DPS_GSA06_IEO.pdf,1,1,XSA,"The reference F (F0.1) is not compared to the final year F, but to the average F (2006-2011) which the assessment refers to as Fcurrent.",/home/srdbadmin/srdb/spreadsheets/BANOBI-PSHRMPMEDGSA6-2011-DH-edited.xls,999
PFMC-PSOLEPCOAST-1930-2011-CHING,PFMC,PSOLEPCOAST,Petrale sole Pacific Coast,CHING,10/17/2012,1/5/2013,1930-2011,http://www.pcouncil.org/wp-content/uploads/Petrale_2011_Assessment.pdf,Melissa Haltuch (Melissa.Haltuch@noaa.gov) Allan Hicks (Allan.Hicks@noaa.gov),NULL,Status of the U.S. petrale sole resource in 2010.,1,1,SS3,NULL,/home/srdbadmin/srdb/spreadsheets/CHING-PSOLEPCOAST-2011-DH-edited.xls,999
IFOP-PTOOTHFISHCH-1989-2011-CHING,IFOP,PTOOTHFISHCH,Patagonian Toothfish Chile,CHING,3/25/2013,1/1/2002,1989-2011,NULL,NULL,NULL,ESTATUS 2013_2°_Informe_estatus_bacalao_2013,1,1,Unknown,NULL,/home/srdbadmin/srdb/spreadsheets/CHING-PTOOTHFISHCH-2011-DH-edited.xls,999
CSIRO-PTOOTHFISHMI-1975-2010-FAY,CSIRO,PTOOTHFISHMI,Patagonian toothfish Macquarie Island,FAY,1/18/2011,8/1/2012,1975-2010,http://www.afma.gov.au/wp-content/uploads/2010/06/mit_stockassess_2010.pdf,Gavin Fay - gavin.fay@csiro.au,,,1,1,SS3,point estimates from Aurora Trough base-case 2010,../spreadsheets/FAY-PTOOTHFISHMACCA-2010-editedDR.xls,999
MARAM-PTOOTHFISHPEI-1960-2013-Brandao,MARAM,PTOOTHFISHPEI,Patagonian toothfish South Africa Subantarctic Prince Edward Islands,Brandao,1/23/2014,1/1/2002,1960-2013,www.mth.uct.ac.za/maram/pub/2013/FISHERIES_2013_OCT_SWG-DEM_59.pdf,Anabela Brandao (anabela.brandao@uct.ac.za),NULL,FISHERIES/2013/OCT/SWG-DEM/59.pdf,1,1,ASPM,NULL,/home/srdbadmin/srdb/spreadsheets/Brandao-PTOOTHFISHPEI-2014-DH-edited.xls,999
NEFSC-QUAHATLC-1978-2008-CHUTE,NEFSC,QUAHATLC,Ocean quahog Atlantic Coast,CHUTE,12/29/2009,8/1/2012,1978-2008,http://www.nefsc.noaa.gov/publications/crd/crd0915/,,,,1,1,Delay difference,KLAMZ model,../spreadsheets/Chute-oceanquahog-2008-editedDR.xls,999
FAJ-RBRMECS-1969-2010-ONO,FAJ,RBRMECS,Red seabream East China Sea,ONO,9/17/2012,10/19/2012,1969-2010,NULL,contact details,in japanese,,1,1,VPA,no comments,/home/srdbadmin/srdb/spreadsheets/ONO-RBRMECS-2010-DH-edited.xls,999
GRP7-RBRMMEDGSA1-3-2009-2011-BANOBI,GRP7,RBRMMEDGSA1-3,Red Seabream Alboran Sea,BANOBI,5/27/2014,1/1/2002,2009-2011,http://151.1.154.86/GfcmWebSite/SAC/SCSA/14/SAFs.html,NULL,"the assessment does not present time series results, only average F for 2009-11, which is compared to the reference point .",2012_SBR_GSA01-03_IEO_INRH.pdf,1,1,VIT,NULL,/home/srdbadmin/srdb/spreadsheets/BANOBI-RBRMMEDGSA1-3-2011-DH-edited.xls,999
FAJ-RBRMSETOE-1977-2010-ONO,FAJ,RBRMSETOE,Red seabream Inland Sea of Japan (East),ONO,9/17/2012,10/19/2012,1977-2010,NULL,contact details,in japanese,,1,1,VPA,no comments,/home/srdbadmin/srdb/spreadsheets/ONO-RBRMPAC-2010-DH-edited.xls,999
FAJ-RBRMSETOW-1977-2010-ONO,FAJ,RBRMSETOW,Red seabream Inland Sea of Japan (West),ONO,9/17/2012,10/19/2012,1977-2010,NULL,contact details,in japanese,,1,1,VPA,no comments,/home/srdbadmin/srdb/spreadsheets/ONO-RBRMSETO-2010-DH-edited.xls,999
